CLIENTNUM,Income_Category,Total_Trans_Amt
778755858,$80K - $120K,1881
710754933,Less than $40K,840
720007383,Unknown,803
718362783,$80K - $120K,787
708267858,$40K - $60K,2098
708856983,$120K +,694
715588908,Less than $40K,3132
772674933,$80K - $120K,2036
720148983,Less than $40K,1724
720650208,$40K - $60K,1561
769732233,$80K - $120K,1085
713030958,Less than $40K,1964
711320508,$80K - $120K,1762
795795408,$40K - $60K,1514
717904383,$80K - $120K,1516
714115533,Less than $40K,2591
712475733,Less than $40K,1847
718996758,Less than $40K,1629
713049933,Unknown,2144
709961958,Unknown,1060
718301508,$60K - $80K,1457
714831033,$80K - $120K,1114
710653158,Unknown,1925
721265883,Less than $40K,2510
715049583,$60K - $80K,1169
715394883,Unknown,1852
773448558,$80K - $120K,1257
717249783,$60K - $80K,1931
708344358,Unknown,1311
712003083,$80K - $120K,1612
754282908,Less than $40K,2022
717412608,$40K - $60K,738
719412258,Less than $40K,1558
788675658,Less than $40K,1670
717683583,$60K - $80K,1388
820584408,Less than $40K,1392
719392833,Less than $40K,1311
718595583,$80K - $120K,1777
778508883,$120K +,1367
715511658,$40K - $60K,1431
711999783,$80K - $120K,1406
753856008,$40K - $60K,3597
789920883,Unknown,2959
788677533,$120K +,1594
716284308,Unknown,1319
712120608,$80K - $120K,861
715482483,Unknown,2253
720848733,$80K - $120K,1815
708480333,$40K - $60K,2229
826723308,$120K +,1008
801369258,$40K - $60K,1757
709584483,Less than $40K,1805
715708308,$40K - $60K,1338
779707308,Less than $40K,2229
711688158,$120K +,1498
711848658,$60K - $80K,1790
715855083,$80K - $120K,2793
778971408,$60K - $80K,1968
711648708,$80K - $120K,4088
713149683,Less than $40K,1264
771903033,Less than $40K,2017
737925558,$40K - $60K,1439
817285758,$80K - $120K,1721
711480108,$60K - $80K,1888
709662708,$40K - $60K,1953
709224858,$80K - $120K,1652
821771508,$40K - $60K,1939
712216533,$80K - $120K,1715
710522433,Less than $40K,2372
779046408,$40K - $60K,1238
708595158,Less than $40K,2389
757266933,$60K - $80K,2431
719904333,$40K - $60K,2229
718264233,$40K - $60K,2449
784798683,$40K - $60K,1999
710899833,$40K - $60K,569
713610033,$60K - $80K,1314
709364433,Unknown,1571
713086908,$40K - $60K,2520
709793133,$40K - $60K,1531
710032608,Less than $40K,1558
779351208,$60K - $80K,1902
719776608,$80K - $120K,1388
709220583,$80K - $120K,2256
719555733,Unknown,1736
740852733,$80K - $120K,1685
709528308,$80K - $120K,1876
715127208,$120K +,1699
817144458,Less than $40K,2580
772145658,$80K - $120K,1394
739594758,Less than $40K,818
789198708,$120K +,1135
720953658,Less than $40K,1824
771330558,$60K - $80K,1267
714078558,$40K - $60K,1315
712207683,Less than $40K,1555
788826408,$120K +,2434
790128033,$80K - $120K,1302
718082208,$40K - $60K,1717
712037358,$60K - $80K,1509
711711483,$80K - $120K,1433
718861458,$60K - $80K,1826
709426608,$60K - $80K,2305
811457058,Less than $40K,1931
773073558,Less than $40K,1731
715937133,$40K - $60K,1601
713480583,Unknown,1612
716383683,Less than $40K,1338
713693958,Less than $40K,1295
715443708,$120K +,1385
770769483,$40K - $60K,1749
789326808,$60K - $80K,1917
712105533,$40K - $60K,2905
720674133,$40K - $60K,1672
779216358,$80K - $120K,773
717322833,$80K - $120K,1578
710279508,$80K - $120K,1537
712168833,Less than $40K,1426
711957708,Less than $40K,2064
778782858,Less than $40K,4449
712924383,$60K - $80K,990
709366458,Less than $40K,1972
715702758,Less than $40K,1731
788974608,$60K - $80K,1561
714790008,Less than $40K,1572
787438983,$40K - $60K,1652
713834358,Less than $40K,1679
710084883,$80K - $120K,2962
710736558,Unknown,1794
788915283,Less than $40K,1273
714916758,$40K - $60K,1309
789611283,$40K - $60K,1347
773288958,$60K - $80K,1592
811721133,$40K - $60K,2021
813961233,$80K - $120K,2465
783020958,$80K - $120K,1836
715764483,Less than $40K,1397
798110358,$40K - $60K,1417
715745508,Unknown,1564
714350658,Unknown,2979
826478958,$80K - $120K,1578
719127558,$80K - $120K,3015
712454958,$60K - $80K,1539
718561458,$60K - $80K,1306
822984108,Less than $40K,2330
719469333,Less than $40K,2456
720871383,$80K - $120K,2366
788827308,Less than $40K,1793
710180958,$40K - $60K,1598
778346283,$120K +,1856
787547208,Less than $40K,1852
714983283,Less than $40K,862
789344358,Less than $40K,1536
710406633,Unknown,1168
767653233,$60K - $80K,3154
719461008,$60K - $80K,1318
789731433,Less than $40K,2602
775198608,Less than $40K,1970
717567333,$60K - $80K,1661
772794108,Less than $40K,3165
712072908,$80K - $120K,1382
709328733,Less than $40K,1258
788107683,$40K - $60K,1814
713757633,$40K - $60K,1596
713279808,$60K - $80K,1816
712440483,Less than $40K,1164
715078383,Unknown,1667
709214358,Unknown,1362
778399008,$80K - $120K,1598
811534983,Less than $40K,1943
719728383,Unknown,2228
718726833,$80K - $120K,1665
780605508,$40K - $60K,1170
719450508,$120K +,2333
711213108,$80K - $120K,2305
708488208,Less than $40K,2231
717206508,Less than $40K,1543
821836008,$80K - $120K,1233
807244983,Less than $40K,2283
809959683,$80K - $120K,1813
715079208,$80K - $120K,1401
767049258,$120K +,1475
709579383,$80K - $120K,1362
781923483,$40K - $60K,2309
716169258,Less than $40K,1468
713908683,$80K - $120K,1381
708212658,Less than $40K,1799
756013833,$80K - $120K,1806
719358333,$40K - $60K,1663
713735508,$80K - $120K,1986
805259733,Unknown,1731
738749733,Unknown,1390
814833408,$60K - $80K,1741
719182308,Less than $40K,1559
818497758,Less than $40K,1343
719518308,$80K - $120K,1390
709991883,$80K - $120K,938
770901258,Less than $40K,2558
720445533,Less than $40K,1276
809951133,$120K +,2115
714657108,Less than $40K,2660
789048858,Less than $40K,2115
771816408,Less than $40K,2955
798158808,$40K - $60K,2017
787685658,$80K - $120K,1448
720141408,Less than $40K,1096
788699808,Unknown,1538
708216108,$40K - $60K,2250
715074258,$40K - $60K,2067
771653583,$60K - $80K,1276
717374358,$60K - $80K,2161
720836808,$80K - $120K,2260
818701383,$60K - $80K,1641
717277833,Unknown,2294
778137108,$80K - $120K,1860
720973833,$60K - $80K,2872
768490458,$80K - $120K,961
751487358,Less than $40K,1765
712742808,Less than $40K,1184
712820208,Less than $40K,2141
794649858,Less than $40K,1287
755262933,$60K - $80K,1446
709541433,Less than $40K,1555
820622433,$120K +,2006
712586583,$40K - $60K,2152
712196508,Unknown,1015
767269908,$120K +,2973
710927733,$80K - $120K,1687
711310908,Less than $40K,2552
788862333,Less than $40K,1527
713194608,Less than $40K,2171
793550958,Less than $40K,1501
712607583,$80K - $120K,2395
713921058,Less than $40K,1337
709183683,Less than $40K,1971
713407458,Unknown,3946
715241583,$120K +,1870
710475408,$60K - $80K,2171
708971583,Less than $40K,1472
714547458,$40K - $60K,1941
827631483,$80K - $120K,2053
711159108,Less than $40K,911
789262683,$40K - $60K,1315
712940508,$40K - $60K,1896
789733008,Unknown,2938
714703158,Less than $40K,2017
710255208,Less than $40K,1969
779236083,Less than $40K,2420
713438358,Unknown,1768
715973583,$120K +,1378
794113758,$60K - $80K,1821
709452633,Less than $40K,2027
788210583,$40K - $60K,1843
717784983,Less than $40K,1536
786557358,Less than $40K,1424
768460908,$40K - $60K,1551
718899708,Unknown,2148
714697533,$60K - $80K,2344
708679383,Less than $40K,1775
713067033,Unknown,2539
789314133,$60K - $80K,1754
713956308,Less than $40K,1894
711595833,$60K - $80K,1456
779521533,$120K +,1978
715225458,Less than $40K,1867
716487408,$40K - $60K,1637
719338383,$120K +,1836
710523333,Less than $40K,1416
787489083,$80K - $120K,1887
720747633,$40K - $60K,1931
779480658,Unknown,1754
711498258,$120K +,1266
778734108,$60K - $80K,1758
778388358,$60K - $80K,870
716773533,$60K - $80K,1712
822130683,$80K - $120K,1114
717268458,$60K - $80K,1952
827888433,$40K - $60K,2089
716522583,Less than $40K,1362
789415983,$60K - $80K,1888
719819958,$40K - $60K,2243
769579608,Less than $40K,3795
772353408,$40K - $60K,1441
716615583,Less than $40K,1834
781131483,$80K - $120K,2170
719101908,Unknown,1585
720521808,$80K - $120K,1484
718136283,$80K - $120K,1541
778855383,Less than $40K,1975
779722308,$40K - $60K,1044
818926833,$40K - $60K,1944
721217283,$120K +,2094
717167283,Less than $40K,1846
778426608,$80K - $120K,1805
713823033,Unknown,808
787515333,$80K - $120K,820
710944608,$80K - $120K,1414
718444233,$60K - $80K,1649
771099183,Less than $40K,2497
770241333,Less than $40K,2104
710819733,$120K +,903
772155108,Less than $40K,1445
798796233,$40K - $60K,1724
815472108,$40K - $60K,1300
769145733,$60K - $80K,2688
783364233,$40K - $60K,1798
772236108,Unknown,1489
715640358,$40K - $60K,1334
715684308,$40K - $60K,1395
709451508,Unknown,1191
709204158,Less than $40K,2331
713182458,$80K - $120K,1288
710624658,Less than $40K,3040
716355783,$60K - $80K,1999
716793108,Less than $40K,2334
716162583,Less than $40K,1931
714051033,Less than $40K,1967
715007583,Unknown,3193
719139558,Less than $40K,2514
770662383,$40K - $60K,1399
714787383,Unknown,1731
714700158,$60K - $80K,1309
710581758,$40K - $60K,1309
720497958,$80K - $120K,1800
720920058,$60K - $80K,2935
710872233,$40K - $60K,2280
709855608,Less than $40K,1114
815484783,$60K - $80K,1797
771602883,$80K - $120K,1776
755953308,$40K - $60K,1194
758408883,$40K - $60K,1921
717940008,$40K - $60K,3228
720917808,$40K - $60K,2623
812801958,Less than $40K,2425
714997683,Unknown,1388
709379283,$60K - $80K,1697
711840408,Less than $40K,1375
785328408,Less than $40K,2013
719873808,$60K - $80K,1995
715528983,$60K - $80K,1466
720254883,$40K - $60K,2494
811980858,$60K - $80K,1501
711330408,$40K - $60K,2077
718465458,$80K - $120K,1002
710616183,Unknown,1879
714580158,$40K - $60K,3567
710798883,$60K - $80K,1599
720511608,Unknown,1989
708913233,$40K - $60K,1802
788038383,Less than $40K,2440
719905908,$60K - $80K,1505
807044958,$40K - $60K,2171
719514783,Unknown,1292
787643658,$60K - $80K,1422
779138883,$60K - $80K,1673
708173433,$40K - $60K,2482
778401033,$60K - $80K,1659
818375733,$40K - $60K,1544
711048783,$80K - $120K,1345
721415658,$40K - $60K,2901
717961458,Less than $40K,3396
718563483,$120K +,2611
717128283,Less than $40K,2305
718068933,Less than $40K,2155
718623783,$120K +,1535
716565258,$80K - $120K,2526
712505658,Less than $40K,1766
792565908,Less than $40K,2346
709267308,$80K - $120K,1651
710035008,Less than $40K,2491
790082508,$120K +,2935
716866308,$60K - $80K,1872
709707033,$60K - $80K,1424
718346658,Less than $40K,1861
824157858,$80K - $120K,1524
709735008,$80K - $120K,1920
814593858,$120K +,1468
718416858,$60K - $80K,1903
710307933,Less than $40K,2471
715870758,$120K +,2350
713819283,$80K - $120K,3002
710424408,Less than $40K,1210
709493283,$120K +,1289
712489158,Unknown,2781
719013108,$40K - $60K,4605
721178583,Unknown,1096
717769008,$80K - $120K,2493
709986633,$40K - $60K,2144
721062408,$40K - $60K,1294
771349458,$40K - $60K,1914
780557658,Unknown,1395
771441558,$60K - $80K,2073
756409758,Less than $40K,1433
778885158,$80K - $120K,1392
715543908,Less than $40K,1352
717591483,Less than $40K,1924
715042608,Unknown,2742
755959683,Unknown,1296
715367058,$60K - $80K,1780
714573258,$60K - $80K,2229
712281183,$120K +,1425
717670758,Less than $40K,2523
720666333,$120K +,1897
771556308,Less than $40K,2255
708931908,$40K - $60K,1568
718894233,$40K - $60K,2116
771544533,Unknown,1015
708927108,$120K +,1133
717831783,Less than $40K,1371
709288383,$80K - $120K,2337
711258108,$120K +,1419
710149008,Less than $40K,2139
711902058,$60K - $80K,2492
716757033,$40K - $60K,3045
712688433,$120K +,2406
713203908,$40K - $60K,1833
711772008,Less than $40K,1483
708799983,$60K - $80K,1698
778882758,Unknown,1935
709157133,$80K - $120K,1514
741344808,Less than $40K,2905
739692933,$40K - $60K,1638
766429908,$60K - $80K,1640
802087683,$60K - $80K,2456
712491108,$80K - $120K,2601
714767508,$40K - $60K,2279
720376008,Less than $40K,2043
779126658,$40K - $60K,2312
793222008,$60K - $80K,2056
720812433,$120K +,1693
717623583,Less than $40K,2668
708878508,Less than $40K,1732
710043408,$80K - $120K,1916
789079758,$120K +,1531
721311333,Unknown,2413
710749458,Less than $40K,1523
778275783,Less than $40K,2909
799498158,$60K - $80K,1642
716334258,$40K - $60K,1834
716075208,Less than $40K,1874
780276258,$120K +,1452
789282333,Unknown,1355
811571733,Unknown,2625
709429533,Unknown,2047
715247508,Less than $40K,1712
718784358,$120K +,1969
751450008,$40K - $60K,1720
719227233,Less than $40K,1954
711050058,$40K - $60K,1644
779040408,$120K +,1478
714024858,$80K - $120K,1739
789849108,$60K - $80K,2290
710391258,$40K - $60K,2147
718830183,$60K - $80K,1339
779696883,$60K - $80K,1825
719249733,$80K - $120K,1676
737971833,$60K - $80K,2503
772468983,$80K - $120K,1946
710990283,$80K - $120K,1839
808750458,$60K - $80K,2192
719692983,$60K - $80K,2747
787509408,Unknown,2595
719206308,$60K - $80K,1657
717141858,$40K - $60K,3151
713172408,$80K - $120K,1440
720314583,$80K - $120K,1273
708347583,Less than $40K,1804
711006783,Less than $40K,1200
718274283,$60K - $80K,2469
803977008,$60K - $80K,1715
715216908,$80K - $120K,1486
779611008,$40K - $60K,1885
811467708,$80K - $120K,2390
812597508,$40K - $60K,2153
718651083,Unknown,2461
708577308,Less than $40K,1569
813990483,Less than $40K,1662
816319008,Unknown,1901
789627258,$40K - $60K,2498
713346558,$60K - $80K,1900
708744933,$60K - $80K,1859
708828258,$120K +,1327
713511108,$40K - $60K,1397
710208633,Less than $40K,1773
824165658,$80K - $120K,1388
826513233,Less than $40K,2069
788789658,$80K - $120K,1471
717837858,$120K +,2902
709382958,$40K - $60K,1017
716253858,$80K - $120K,1740
713725683,Less than $40K,2614
710364258,Unknown,2135
816033783,$60K - $80K,2099
715065483,Less than $40K,1914
718751133,Less than $40K,1670
713983308,$60K - $80K,1233
718418958,Less than $40K,1309
779367858,$60K - $80K,3014
711285633,Unknown,3306
714974658,Less than $40K,1219
716374308,$60K - $80K,1897
713416233,$80K - $120K,1841
797643708,$120K +,1772
808292958,Less than $40K,2546
719831958,$120K +,1793
708860358,$80K - $120K,1499
717385983,Less than $40K,1645
719049033,$120K +,2073
717581658,$60K - $80K,1729
714347508,$60K - $80K,2423
712576908,$60K - $80K,1819
778511733,$40K - $60K,1634
721464783,Less than $40K,2094
821179233,$40K - $60K,1554
713126733,$120K +,1220
779811183,Less than $40K,1581
771086208,Less than $40K,1629
715217733,Unknown,2154
813752433,Less than $40K,2449
711876333,$80K - $120K,1312
715256658,$60K - $80K,3382
711329658,$120K +,1925
710227908,Less than $40K,2837
716362008,$40K - $60K,1744
714939708,$80K - $120K,3174
708083283,$40K - $60K,992
719431608,$40K - $60K,1291
769411758,$60K - $80K,1518
714248733,Unknown,2272
804481608,Less than $40K,2825
714631833,$60K - $80K,1587
769751958,$120K +,2235
717999183,$60K - $80K,2275
713075283,$120K +,1818
711561108,$80K - $120K,2733
709854483,Unknown,2442
713630733,Less than $40K,2617
717599283,$60K - $80K,1844
806407308,Unknown,2047
712730583,$60K - $80K,1842
712142733,Less than $40K,2028
720153258,Less than $40K,3095
814086333,$40K - $60K,1685
713307708,$40K - $60K,1541
714069858,$60K - $80K,1677
712789383,$120K +,2048
787983633,Less than $40K,2072
758583708,Less than $40K,1406
717130383,$60K - $80K,1386
720770883,Less than $40K,2249
716797758,Less than $40K,1670
713835258,$120K +,1561
718587858,$60K - $80K,1642
710263608,Unknown,2156
715055433,$60K - $80K,2004
715498308,$40K - $60K,1575
708099183,Less than $40K,2732
716452908,Less than $40K,2246
789959283,$80K - $120K,1602
713536158,Less than $40K,1597
716750358,Less than $40K,3483
815299833,Less than $40K,2334
721003008,Less than $40K,856
779883933,Less than $40K,1596
716612958,$40K - $60K,1830
715859058,$120K +,1369
772031733,$80K - $120K,2603
720668358,$40K - $60K,1776
778708533,$40K - $60K,869
719649408,$60K - $80K,1390
715457658,Unknown,1757
711934308,$40K - $60K,3342
781326483,$60K - $80K,2457
712557708,$60K - $80K,2274
789187908,$80K - $120K,1448
773297508,$80K - $120K,1544
716529258,$80K - $120K,1591
708242283,$60K - $80K,3253
789247458,$40K - $60K,2467
717100833,Less than $40K,1401
716870583,Less than $40K,2853
719999508,$60K - $80K,2438
721236408,$80K - $120K,1655
716882658,Less than $40K,2141
713734758,Unknown,2080
709085358,$60K - $80K,2542
715785933,$80K - $120K,1636
717159858,$60K - $80K,2319
713259858,$40K - $60K,982
787516908,Less than $40K,1880
711145008,$40K - $60K,1325
715013733,$60K - $80K,1370
717098208,$80K - $120K,1961
737982408,$80K - $120K,2501
713216883,Less than $40K,2003
709361058,$60K - $80K,1691
710312658,Less than $40K,1456
773383158,Less than $40K,2743
716053083,$120K +,837
717667833,$40K - $60K,1877
716998608,$60K - $80K,1843
772086408,$80K - $120K,1527
708597558,$60K - $80K,3951
718011783,$40K - $60K,1591
714360033,$40K - $60K,1326
811005858,Less than $40K,2914
794485158,$80K - $120K,2447
708513183,$40K - $60K,3078
719353158,$80K - $120K,1238
711436083,Less than $40K,2454
780374133,$80K - $120K,2413
739117233,$120K +,2126
708486033,Unknown,1782
795237183,$40K - $60K,2041
788788758,Unknown,2050
709635858,Less than $40K,1229
789701658,$40K - $60K,2180
711954558,$40K - $60K,1333
712655583,$40K - $60K,2036
779686683,Less than $40K,2088
711226758,Less than $40K,2024
713241033,$60K - $80K,2405
788754108,$40K - $60K,2608
717013383,$80K - $120K,2866
712634133,Less than $40K,1406
709537683,$80K - $120K,563
778627983,Unknown,1610
720241758,$80K - $120K,1409
720814233,$80K - $120K,1485
785080308,Less than $40K,2344
713358633,$60K - $80K,2768
720392433,Less than $40K,1869
821370858,$40K - $60K,1734
799249833,Less than $40K,2858
713016633,$60K - $80K,1984
814471983,$80K - $120K,1537
779612808,$40K - $60K,1263
716692683,$40K - $60K,2318
716038533,Less than $40K,1438
714421233,Less than $40K,1292
709783908,Less than $40K,1924
812788233,Less than $40K,2205
772452783,$40K - $60K,1774
714002658,$120K +,1413
713464983,$40K - $60K,3479
713910108,$80K - $120K,1646
808169358,$40K - $60K,1683
714013083,$40K - $60K,1420
715381533,Less than $40K,2451
717678408,$40K - $60K,2066
719143308,$40K - $60K,2805
711509658,$120K +,1088
757481283,$60K - $80K,1931
808681158,$80K - $120K,1343
718867683,Less than $40K,1613
714618333,Unknown,1402
794562783,Unknown,2534
708208758,$80K - $120K,2199
794504658,$60K - $80K,1562
714772758,Less than $40K,1851
713830233,$40K - $60K,1831
713577483,$80K - $120K,1570
814513008,$80K - $120K,1735
712765158,Less than $40K,2386
714411108,Unknown,2790
720231108,Less than $40K,3031
